Customer Id,Customer Fname,Customer Lname,Customer Country,Customer City,Customer State
2784,Lisa,Smith,EE. UU.,Bakersfield,CA
9174,Tyler,Smith,EE. UU.,Corona,NY
122,Karen,Smith,EE. UU.,Cincinnati,OH
3800,Shawn,Smith,EE. UU.,Germantown,MD
10029,Mary,Silva,EE. UU.,Carrollton,TX
2805,Willie,Smith,EE. UU.,Houston,TX
12253,Mary,Chan,EE. UU.,Carlisle,PA
3528,Nicole,Brooks,EE. UU.,Los Angeles,CA
11018,Bruce,Smith,EE. UU.,Ewa Beach,HI
3222,Mary,Williams,EE. UU.,Lakewood,NJ
6246,Melissa,Ramirez,EE. UU.,Rome,NY
8741,Gregory,Smith,EE. UU.,Vista,CA
8050,Elizabeth,Smith,EE. UU.,Fort Worth,TX
5474,Mary,Sanchez,EE. UU.,Fond Du Lac,WI
474,Mary,Patton,EE. UU.,Philadelphia,PA
12255,Mary,Davis,EE. UU.,Ontario,CA
10288,Mark,Smith,EE. UU.,Oviedo,FL
4717,Mary,Sanders,EE. UU.,Buffalo,NY
4799,Paul,Jensen,EE. UU.,Honolulu,HI
4533,Walter,Chavez,EE. UU.,Oceanside,CA
12383,Joyce,Phillips,EE. UU.,North Tonawanda,NY
3518,Daniel,Smith,EE. UU.,Clovis,CA
4674,Mary,Lynn,EE. UU.,Jamaica,NY
8519,Pamela,Michael,EE. UU.,Granite City,IL
5302,Betty,Smith,EE. UU.,Medford,MA
3594,Mary,Smith,EE. UU.,Pomona,CA
9890,Christian,Luna,EE. UU.,Tempe,AZ
1410,Mary,Smith,EE. UU.,Santa Ana,CA
7521,Mary,Ortega,EE. UU.,York,PA
2106,Mary,Grimes,EE. UU.,Aurora,CO
8144,Mary,Summers,EE. UU.,Simi Valley,CA
5643,Tiffany,Caldwell,EE. UU.,Silver Spring,MD
2041,Paul,Garcia,EE. UU.,Saint Paul,MN
7537,Stephen,Lee,EE. UU.,San Antonio,TX
3056,George,Middleton,EE. UU.,Philadelphia,PA
7967,Samuel,Jones,EE. UU.,Philadelphia,PA
1758,Larry,King,EE. UU.,Bronx,NY
7884,Peter,Smith,EE. UU.,Greenville,NC
289,Diana,Richards,EE. UU.,Morristown,NJ
10081,Mary,Castillo,EE. UU.,San Diego,CA
1169,Mary,Smith,EE. UU.,Oxnard,CA
1182,Mary,Smith,EE. UU.,Miami,FL
717,Mary,Camacho,EE. UU.,Albuquerque,NM
20423,Ainsley,Leach,EE. UU.,Amarillo,TX
5801,Theresa,Pearson,EE. UU.,Lutz,FL
702,Cynthia,Smith,EE. UU.,Bend,OR
6951,Mary,Williams,EE. UU.,East Brunswick,NJ
6780,Sean,Chung,EE. UU.,Lancaster,SC
6422,Jonathan,Richmond,EE. UU.,Ontario,CA
5384,Christopher,Smith,EE. UU.,Houston,TX
2985,Donald,Price,EE. UU.,Hampton,VA
18349,Rana,Moreno,EE. UU.,New York,NY
11286,Mary,Garcia,EE. UU.,Porterville,CA
489,William,Smith,EE. UU.,Portland,OR
4510,Rachel,Cochran,EE. UU.,Strongsville,OH
9626,Dorothy,Frye,EE. UU.,El Paso,TX
9494,Robert,Gilmore,EE. UU.,Del Rio,TX
1718,Mary,Smith,EE. UU.,Buffalo,NY
5295,Mary,Williams,EE. UU.,Bountiful,UT
3984,Brenda,Webster,EE. UU.,Kent,WA
5270,Andrea,Johnson,EE. UU.,Chicago,IL
10966,Martha,Pierce,EE. UU.,Plymouth,MA
1868,Mary,Riddle,EE. UU.,Far Rockaway,NY
17446,Freya,Golden,EE. UU.,Houston,TX
10071,Mary,Lawrence,EE. UU.,Philadelphia,PA
1271,Carolyn,Shea,EE. UU.,Simi Valley,CA
11930,Mary,Gilbert,EE. UU.,Detroit,MI
20529,Lynn,Sweeney,EE. UU.,Garden Grove,CA
8358,Mary,Smith,EE. UU.,San Diego,CA
7705,Julia,Robinson,EE. UU.,Chicago,IL
17392,Patience,Ward,EE. UU.,Placentia,CA
18276,Cheryl,Koch,EE. UU.,San Jose,CA
7795,Sandra,Smith,EE. UU.,Honolulu,HI
20655,Whitney,Collins,EE. UU.,Mentor,OH
2454,Kyle,Curtis,EE. UU.,Santa Clara,CA
150,Mary,Smith,EE. UU.,Union,NJ
10671,Timothy,Moses,EE. UU.,Long Beach,CA
11924,Mary,Ramos,EE. UU.,Westminster,CA
16086,Aimee,Terrell,EE. UU.,Pompano Beach,FL
4398,Mary,Yoder,EE. UU.,Azusa,CA
5687,Mary,Chapman,EE. UU.,Fort Lauderdale,FL
8534,Mary,Rose,EE. UU.,San Antonio,TX
3372,Virginia,Smith,EE. UU.,Princeton,NJ
10927,Jessica,Lang,EE. UU.,Perth Amboy,NJ
3597,Margaret,Smith,EE. UU.,Miami,FL
2052,Mary,Anthony,EE. UU.,Loveland,OH
4399,Richard,Smith,EE. UU.,Virginia Beach,VA
185,Deborah,Smith,EE. UU.,Louisville,KY
3441,Emma,Russell,EE. UU.,Lockport,NY
11947,Mary,Smith,EE. UU.,Chicago,IL
1555,Adam,Smith,EE. UU.,Staten Island,NY
9399,Mary,Bennett,EE. UU.,Tucson,AZ
2792,Roy,Carey,EE. UU.,Plymouth,MA
10118,Mary,Reynolds,EE. UU.,Cleveland,OH
8544,Sarah,Smith,EE. UU.,Bronx,NY
4296,Edward,Sanchez,EE. UU.,Webster,NY
4391,Harry,Smith,EE. UU.,Stockton,CA
2882,Mary,Decker,EE. UU.,Amarillo,TX
3283,Charles,Ramos,EE. UU.,Martinsburg,WV
397,Mary,Delgado,EE. UU.,Cumberland,MD
4104,Debra,Butler,EE. UU.,Pekin,IL
12214,Jennifer,Summers,EE. UU.,Tallahassee,FL
10699,Mary,Lee,EE. UU.,Jacksonville,FL
2091,Doris,Smith,EE. UU.,Woonsocket,RI
10474,Benjamin,Case,EE. UU.,Stockton,CA
7504,Stephanie,Smith,EE. UU.,Lithonia,GA
7518,Mary,Padilla,EE. UU.,Oak Lawn,IL
1738,Nicholas,Murray,EE. UU.,Detroit,MI
1622,Mary,Smith,EE. UU.,Alhambra,CA
1325,Gregory,Nelson,EE. UU.,New Haven,CT
5505,Joseph,Matthews,EE. UU.,North Tonawanda,NY
4210,Matthew,Roach,EE. UU.,Phoenix,AZ
11229,Diane,Smith,EE. UU.,Kenner,LA
9385,Andrew,Whitehead,EE. UU.,Washington,PA
900,George,Smith,EE. UU.,Holland,MI
6217,Roger,Black,EE. UU.,Morrisville,PA
9466,Mary,Smith,EE. UU.,Memphis,TN
4596,Mary,Burns,EE. UU.,Federal Way,WA
5206,Mary,Palmer,EE. UU.,San Diego,CA
2823,Danielle,Smith,EE. UU.,Chicago,IL
10408,Sandra,Smith,EE. UU.,Los Angeles,CA
11011,Mary,Mullins,EE. UU.,Bronx,NY
40,Mary,Smith,EE. UU.,Long Beach,CA
11636,Patrick,Browning,EE. UU.,Chicago,IL
7454,Andrew,Kim,EE. UU.,West Covina,CA
5138,William,Rivera,EE. UU.,Ventura,CA
8696,Mary,Pope,EE. UU.,Washington,DC
2329,Mary,Smith,EE. UU.,Valrico,FL
12431,Mary,Rios,EE. UU.,Kaneohe,HI
10860,Mary,Johnson,EE. UU.,Ventura,CA
12094,Mary,Smith,EE. UU.,Brooklyn,NY
5088,Mary,Smith,EE. UU.,Oceanside,CA
2200,Evelyn,Wilson,EE. UU.,Fort Worth,TX
3997,Margaret,Walker,EE. UU.,Brooklyn,NY
8746,Charles,Stout,EE. UU.,Cleveland,OH
3687,Mary,Morrow,EE. UU.,Philadelphia,PA
9162,Christina,Carter,EE. UU.,Lodi,CA
8993,Mary,Smith,EE. UU.,Bakersfield,CA
5875,Mary,Rodgers,EE. UU.,Philadelphia,PA
2502,Mary,Smith,EE. UU.,Long Beach,CA
9563,Pamela,Murphy,EE. UU.,San Jose,CA
7259,Jerry,Ingram,EE. UU.,Murfreesboro,TN
3131,Mary,Brown,EE. UU.,Carlsbad,CA
4140,Brandon,Smith,EE. UU.,Hamilton,OH
4539,Jacqueline,James,EE. UU.,Houston,TX
6071,Mary,Wu,EE. UU.,New York,NY
8730,Mary,Smith,EE. UU.,Hayward,CA
9634,Mary,Weaver,EE. UU.,Bridgeton,NJ
8010,Kathy,Smith,EE. UU.,Martinsburg,WV
3484,Rebecca,Hunter,EE. UU.,Bay Shore,NY
7307,Brandon,Foster,EE. UU.,Palatine,IL
1975,Mary,Smith,EE. UU.,Smyrna,GA
629,Matthew,Huffman,EE. UU.,Van Nuys,CA
11753,Richard,Reid,EE. UU.,Opa Locka,FL
5375,Jeremy,Holmes,EE. UU.,Los Angeles,CA
1695,Amanda,Marquez,EE. UU.,Saint Paul,MN
9884,Maria,Dorsey,EE. UU.,Edison,NJ
8498,Joseph,Pennington,EE. UU.,Baytown,TX
7534,Mary,Smith,EE. UU.,Sylmar,CA
123,Mary,Mann,EE. UU.,Bend,OR
8925,Mary,Erickson,EE. UU.,Opa Locka,FL
5981,Ronald,Williamson,EE. UU.,Burnsville,MN
7347,Carolyn,Gallegos,EE. UU.,Huntington Station,NY
19445,Felicia,Clark,Puerto Rico,Caguas,PR
19444,Wanda,Sanford,EE. UU.,Sunnyvale,CA
19443,Hayfa,Boyle,EE. UU.,Sugar Land,TX
19442,Lavinia,Houston,Puerto Rico,Caguas,PR
19441,Yetta,Robinson,EE. UU.,Brighton,MA
19440,Jennifer,Holmes,Puerto Rico,Caguas,PR
19439,Mara,Mcneil,EE. UU.,Garden Grove,CA
19438,Cleo,Woodward,Puerto Rico,Caguas,PR
19437,Cally,Dunn,EE. UU.,Bismarck,ND
19436,Wynter,Gay,Puerto Rico,Caguas,PR
19435,Hyacinth,Nolan,EE. UU.,Gaithersburg,MD
19434,Emma,Mayo,Puerto Rico,Caguas,PR
19433,Xerxes,Terrell,EE. UU.,Bismarck,ND
19432,Noel,Wheeler,EE. UU.,Honolulu,HI
19431,Maryam,Grant,EE. UU.,Lilburn,GA
19430,Naida,Small,Puerto Rico,Caguas,PR
19429,Lana,Green,EE. UU.,Virginia Beach,VA
19428,Patience,Woodward,EE. UU.,Azusa,CA
19427,Rylee,Garrett,EE. UU.,Long Beach,CA
19426,Dakota,Green,EE. UU.,Bronx,NY
19425,Fallon,Donovan,Puerto Rico,Caguas,PR
19424,Kylynn,Zimmerman,EE. UU.,Provo,UT
19423,Inez,Fleming,EE. UU.,Columbia,TN
19422,Carolyn,Davenport,Puerto Rico,Caguas,PR
19421,Miriam,Vega,EE. UU.,Stockton,CA
19420,Danielle,Rush,EE. UU.,Marietta,GA
19419,Chloe,Pickett,Puerto Rico,Caguas,PR
19418,Beverly,Fisher,EE. UU.,Holland,MI
19417,Gillian,Camacho,Puerto Rico,Rio Grande,PR
19416,Madeline,Wooten,EE. UU.,Brooklyn,NY
19415,Yoshi,Shelton,Puerto Rico,Caguas,PR
19414,Hadley,Russell,EE. UU.,Denver,CO
19413,Renee,Morales,EE. UU.,Taylor,MI
19412,Iola,King,Puerto Rico,Caguas,PR
19411,Tamekah,Blair,EE. UU.,Chicago,IL
19410,Cherokee,Huffman,Puerto Rico,Caguas,PR
19409,Odessa,Cherry,EE. UU.,Detroit,MI
19408,Rose,Mack,Puerto Rico,Caguas,PR
19407,Linda,Haley,EE. UU.,Murfreesboro,TN
19406,May,Kennedy,Puerto Rico,Caguas,PR
19405,Lilah,Holmes,EE. UU.,Cleveland,OH
19404,Tana,Franklin,Puerto Rico,Caguas,PR
19403,Emi,Mitchell,EE. UU.,Lockport,NY
19402,Cynthia,Albert,Puerto Rico,Caguas,PR
19401,Myra,Manning,EE. UU.,Saint Charles,MO
19400,Medge,Mcfarland,EE. UU.,Los Angeles,CA
19399,Chloe,Nichols,EE. UU.,Cupertino,CA
19398,Beatrice,Holt,Puerto Rico,Caguas,PR
19397,Ria,Padilla,EE. UU.,Springfield,MO
19396,Charity,Sharpe,Puerto Rico,Caguas,PR
19395,Nell,Garrison,EE. UU.,Mission Viejo,CA
19394,Tamara,Larson,EE. UU.,Los Angeles,CA
19393,Phyllis,Higgins,Puerto Rico,Caguas,PR
19392,Nelle,Shaffer,EE. UU.,Roswell,GA
19391,Aimee,Daugherty,Puerto Rico,Caguas,PR
19390,Blossom,Middleton,EE. UU.,Ypsilanti,MI
19389,Breanna,Morrison,EE. UU.,Brooklyn,NY
19388,Katelyn,Key,Puerto Rico,Caguas,PR
19387,Karly,Porter,EE. UU.,Peoria,AZ
19386,Olga,Stein,Puerto Rico,Caguas,PR
19385,Brenna,Wyatt,EE. UU.,Garden Grove,CA
19384,Tatyana,Tyson,Puerto Rico,Caguas,PR
19383,Ifeoma,Hendricks,EE. UU.,Clementon,NJ
19382,Kitra,Howard,EE. UU.,Memphis,TN
19381,Summer,Hester,EE. UU.,Antioch,TN
19380,Sopoline,Hood,Puerto Rico,Caguas,PR
19379,Emma,Suarez,EE. UU.,Salt Lake City,UT
19378,Eliana,Santos,Puerto Rico,Caguas,PR
19377,Denise,Young,EE. UU.,Bakersfield,CA
19376,Hermione,Rose,Puerto Rico,Caguas,PR
19375,Lara,Kim,EE. UU.,Granada Hills,CA
19374,Hedy,Dunn,Puerto Rico,Caguas,PR
19373,Violet,Melton,EE. UU.,Tallahassee,FL
19372,Taylor,Aguilar,Puerto Rico,Caguas,PR
19371,Clare,Jenkins,EE. UU.,Hempstead,NY
19370,Xerxes,Marsh,Puerto Rico,Caguas,PR
19369,Rhonda,Bruce,EE. UU.,Astoria,NY
19368,Morgan,Jimenez,EE. UU.,Gilroy,CA
19367,Illiana,Mcpherson,Puerto Rico,Caguas,PR
19366,Joan,Hickman,EE. UU.,Azusa,CA
19365,Amity,Weber,Puerto Rico,Caguas,PR
19364,Jayme,Tyler,EE. UU.,Lenoir,NC
19363,Geraldine,Mcfadden,EE. UU.,Columbus,OH
19362,Anika,Stokes,EE. UU.,Albany,OR
19361,Dana,Hoffman,Puerto Rico,Humacao,PR
19360,Blossom,Hill,Puerto Rico,Caguas,PR
19359,Sybil,Noel,EE. UU.,Lindenhurst,NY
19358,Genevieve,Joyce,EE. UU.,Elyria,OH
19357,Tara,Gordon,Puerto Rico,Caguas,PR
19356,Emma,Armstrong,EE. UU.,Riverside,CA
19355,Geraldine,Barlow,Puerto Rico,Caguas,PR
19354,Lilah,Huff,EE. UU.,Carson,CA
19353,Ella,Mcmahon,EE. UU.,Mesa,AZ
19352,Lilah,Glass,Puerto Rico,Caguas,PR
19351,Alyssa,Fowler,EE. UU.,Honolulu,HI
19350,Heather,Rocha,Puerto Rico,Caguas,PR
12069,Brittany,Gardner,Puerto Rico,Caguas,PR
9597,Lori,Perez,Puerto Rico,Caguas,PR
9467,Billy,Butler,Puerto Rico,Caguas,PR
2546,Mary,Smith,Puerto Rico,Caguas,PR
2240,Edward,West,Puerto Rico,Caguas,PR
11650,Mary,Smith,Puerto Rico,Caguas,PR
10368,Matthew,Key,Puerto Rico,Caguas,PR
6489,Maria,Macdonald,Puerto Rico,Caguas,PR
10533,Michael,Smith,Puerto Rico,Caguas,PR
11292,William,Saunders,Puerto Rico,Caguas,PR
47,Lori,Fuller,Puerto Rico,Caguas,PR
6405,Mary,Anderson,Puerto Rico,Caguas,PR
2426,Mary,Phillips,Puerto Rico,Caguas,PR
8133,Benjamin,Riddle,Puerto Rico,Caguas,PR
1429,Pamela,Murphy,Puerto Rico,Caguas,PR
9120,Terry,Trujillo,Puerto Rico,Caguas,PR
12221,Betty,Sanchez,Puerto Rico,Caguas,PR
9415,Mary,Joyce,Puerto Rico,Caguas,PR
724,Lawrence,Mclaughlin,Puerto Rico,Caguas,PR
8897,Stephen,Blackburn,Puerto Rico,Caguas,PR
7112,Mark,Harris,Puerto Rico,Caguas,PR
1086,Mary,Smith,Puerto Rico,Caguas,PR
2916,Cynthia,Nelson,Puerto Rico,Caguas,PR
11339,Mary,King,Puerto Rico,Caguas,PR
10166,Aaron,Smith,Puerto Rico,Caguas,PR
3091,Carolyn,Rodriguez,Puerto Rico,Caguas,PR
1070,Shawn,Huffman,Puerto Rico,Caguas,PR
6871,Gregory,Bowman,Puerto Rico,Caguas,PR
2339,Mary,Smith,Puerto Rico,Caguas,PR
4232,Mary,Garza,Puerto Rico,Caguas,PR
8986,Mary,Smith,Puerto Rico,Caguas,PR
6491,Bruce,Cruz,Puerto Rico,Caguas,PR
5564,Mary,Smith,Puerto Rico,Caguas,PR
7955,Mary,Rios,Puerto Rico,Caguas,PR
5728,Sarah,Montoya,Puerto Rico,Caguas,PR
9704,Mary,Mcneil,Puerto Rico,Caguas,PR
8485,Mary,Simmons,Puerto Rico,Caguas,PR
11216,Mary,Morgan,Puerto Rico,Caguas,PR
12160,Martha,Richmond,Puerto Rico,Caguas,PR
6352,Madison,Smith,Puerto Rico,Caguas,PR
5870,John,Hughes,Puerto Rico,Caguas,PR
11776,Mary,Smith,Puerto Rico,Caguas,PR
7060,Virginia,Carroll,Puerto Rico,Caguas,PR
3466,Evelyn,Smith,Puerto Rico,Caguas,PR
1834,Jane,Nichols,Puerto Rico,Caguas,PR
2439,Mary,Smith,Puerto Rico,Caguas,PR
6416,Mary,Smith,Puerto Rico,Caguas,PR
6310,Jerry,Deleon,Puerto Rico,Caguas,PR
9029,Mary,Bryan,Puerto Rico,Caguas,PR
295,Julie,Tanner,Puerto Rico,Caguas,PR
9011,Mary,Smith,Puerto Rico,Caguas,PR
1577,Mary,Smith,Puerto Rico,Caguas,PR
1568,Mary,Larson,Puerto Rico,Caguas,PR
9047,Jordan,Medina,Puerto Rico,Caguas,PR
7603,Kevin,Smith,Puerto Rico,Caguas,PR
6746,Anthony,Sanchez,Puerto Rico,Caguas,PR
1566,Mary,Simon,Puerto Rico,Caguas,PR
2918,Mary,Myers,Puerto Rico,Caguas,PR
1491,Joyce,Smith,Puerto Rico,Caguas,PR
14915,Octavia,French,Puerto Rico,Caguas,PR
9619,Mary,Smith,Puerto Rico,Caguas,PR
2363,Mary,Frazier,Puerto Rico,Caguas,PR
5898,Emily,Jacobs,Puerto Rico,Caguas,PR
1948,Peter,Smith,Puerto Rico,Caguas,PR
